# background genes,# genes,perc_overlap,category,chart color,description,FDR value,genes,network.SUID,nodes.SUID,p-value,PMID,term name,transferred FDR value,year
367,13,0.0354223433242507,GO Biological Process,,Regulation of protein catabolic process,0.00015,XBP1|CDKN1B|CDH1|EGFR|NRG1|ARAF|SMAD3|CAV1|PARK7|SMAD4|HSPA1A|CHEK2|MAPK9,128,739|583|355|406|502|628|538|685|340|616|316|361|403,0.00000866,,GO:0042176,0.382390874094432,0
255,9,0.0352941176470588,GO Biological Process,,Regulation of I-kappaB kinase/NF-kappaB signaling,0.0028,BRD4|CASP8|SQSTM1|TFRC|GAPDH|ESR1|BIRC2|CTNNB1|PRKCB,128,517|427|412|319|526|760|391|580|337,0.00022,,GO:0043122,0.255284196865778,0
170,6,0.0352941176470588,GO Biological Process,,Female pregnancy,0.0231,IGFBP2|ITGA2|PGR|AR|BCL2|ESR1,128,598|721|568|733|553|760,0.0025,,GO:0007565,0.163638802010786,0
227,8,0.0352422907488987,GO Biological Process,,Cellular divalent inorganic cation homeostasis,0.0057,YWHAE|BAX|CAV1|TGM2|BAK1|BCL2|LCK|PRKCB,128,451|547|685|535|520|553|511|337,0.00051,,GO:0072503,0.224412514432751,0
2622,92,0.0350877192982456,GO Biological Process,,Regulation of protein metabolic process,5.96E-38,MAPK1|XBP1|MYH9|TSC2|SERPINE1|RPS6KB1|NFKB1|CCND1|CDKN1B|CCNB1|CDH1|CCNE1|XRCC1|EEF2K|BRD4|KDR|PIK3CA|YWHAE|STAT3|ERBB3|RB1|TP53|EGFR|ATM|PDCD4|NRG1|KIT|ARAF|BAX|ITGA2|RICTOR|TSC1|MAP2K1|RPTOR|EEF2|DVL3|BID|STK11|MRE11|PRKCD|SMAD3|CAV1|FOXO3|PARK7|EIF4EBP1|SMAD4|NF2|PRKAA1|FN1|COPS5|CASP8|MTOR|ADAR|JUN|PTEN|YBX1|SRC|BAK1|HSPA1A|SYK|ERRFI1|GATA3|CHEK2|ACVRL1|SQSTM1|AKT1S1|XRCC5|TFRC|BCL2L11|G6PD|BAD|MAPK8|GAPDH|BCL2|CDKN1A|CHEK1|MAPK9|SHC1|RAF1|EIF4G1|BRAF|WWTR1|EIF4E|CCNE2|RPS6KA1|PECAM1|BIRC2|LCK|MYC|RAD51|CTNNB1|DIABLO,128,622|739|436|562|322|421|601|481|583|457|355|742|769|349|517|460|715|451|691|487|595|709|406|475|397|502|514|628|547|721|478|433|559|676|724|346|763|499|679|325|538|685|541|340|748|616|613|343|703|364|427|352|646|688|373|592|625|520|316|382|334|445|361|712|412|469|574|319|586|496|493|640|526|553|604|442|403|607|727|544|694|673|745|772|331|667|391|511|505|658|580|508,1.03E-40,,GO:0051246,3.72247537402598,0
314,11,0.035031847133758,GO Biological Process,,Regulation of small GTPase mediated signal transduction,0.00071,TSC2|NRG1|MET|FOXM1|TGM2|PREX1|SRC|SQSTM1|RAF1|STMN1|NOTCH1,128,562|502|400|484|535|718|625|412|727|439|571,0.000048,,GO:0051056,0.314874165128092,0
200,7,0.035,GO Biological Process,,Regulation of cell projection assembly,0.0119,PIK3CA|KIT|PRKCD|CAV1|MTOR|SRC|YAP1,128,715|514|325|685|352|625|523,0.0012,,GO:0060491,0.192445303860747,0
172,6,0.0348837209302326,GO Biological Process,,Response to temperature stimulus,0.0242,RPS6KB1|YWHAE|PRKAA1|CASP8|MTOR|HSPA1A,128,421|451|343|427|352|316,0.0027,,GO:0009266,0.161618463401957,0
201,7,0.0348258706467662,GO Biological Process,,Epidermal cell differentiation,0.0122,CDH3|GATA6|MAP2K1|ANXA1|YAP1|CTNNB1|NOTCH1,128,697|631|559|565|523|580|571,0.0012,,GO:0009913,0.191364016932525,0
201,7,0.0348258706467662,GO Biological Process,,Regulation of protein binding,0.0122,BAX|PRKCD|CAV1|PARK7|SRC|MAPK8|CDKN1A,128,547|325|685|340|625|640|604,0.0012,,GO:0043393,0.191364016932525,0
546,19,0.0347985347985348,GO Biological Process,,Post-transcriptional regulation of gene expression,0.00000223,RPS6KB1|MAPK14|EEF2K|ITGA2|TSC1|EEF2|PRKCD|CAV1|FOXO3|EIF4EBP1|COPS5|MTOR|YBX1|GAPDH|PRKCA|EIF4G1|EIF4E|RPS6KA1|MYC,128,421|634|349|721|433|724|325|685|541|748|364|352|592|526|706|544|745|331|505,0.0000000842,,GO:0010608,0.565169513695184,0
518,18,0.0347490347490347,GO Biological Process,,"Transcription, DNA-templated",0.00000478,XBP1|NFKB1|MAPK14|STAT3|RB1|TP53|SMAD1|FOXO3|SMAD4|PARP1|AR|GATA3|SQSTM1|ETS1|SETD2|ESR1|CTNNB1|NOTCH1,128,739|601|634|691|595|709|700|541|616|409|733|445|412|652|532|760|580|571,0.000000193,,GO:0006351,0.532057210338788,0
2365,82,0.0346723044397463,GO Biological Process,,Regulation of cellular component organization,2.93E-32,ERCC1|MAPK1|XBP1|MYH9|TSC2|SERPINE1|CDKN1B|MAPK14|SNAI1|CCNB1|XRCC1|EEF2K|KDR|PIK3CA|RB1|PXN|CDH2|TP53|EGFR|ATM|NRG1|KIT|BAX|ITGA2|RICTOR|TSC1|AXL|MAP2K1|RPTOR|DVL3|MET|BID|ARID1A|STK11|MRE11|PRKCD|SMAD3|CAV1|PARK7|SMAD4|FOXM1|NF2|PRKAA1|FN1|CLDN7|MTOR|BECN1|PARP1|PTEN|SRC|BAK1|AR|HSPA1A|SYK|BCL2L1|ANXA1|GATA3|ACVRL1|SQSTM1|XRCC5|TFRC|BCL2L11|G6PD|BAD|MAPK8|YWHAZ|BCL2|CDKN1A|CHEK1|MAPK9|RAF1|ESR1|STMN1|EIF4G1|BAP1|BRAF|RPS6KA1|BIRC2|MYC|YAP1|CTNNB1|NOTCH1,128,730|622|739|436|562|322|583|634|655|457|769|349|460|715|595|757|370|709|406|475|502|514|547|721|478|433|670|559|676|346|400|763|619|499|679|325|538|685|340|616|484|613|343|703|766|352|430|409|373|625|520|733|316|382|385|565|445|712|412|574|319|586|496|493|640|664|553|604|442|403|727|760|439|544|379|694|331|391|505|523|580|571,1.03E-34,,GO:0051128,3.15331323796459,0
2492,86,0.0345104333868379,GO Biological Process,,Regulation of developmental process,3.34E-34,MAPK1|XBP1|MYH9|SERPINE1|RPS6KB1|NFKB1|CCND1|CDKN1B|MAPK14|MSH2|SNAI1|VHL|EEF2K|KDR|PIK3CA|CDH3|STAT3|ERBB3|RB1|CDH2|GATA6|TP53|EGFR|PDCD4|NRG1|KIT|BAX|AXL|MAP2K1|CTNNA1|SMAD1|DVL3|ARID1A|STK11|SMAD3|CAV1|FOXO3|STAT5A|SMAD4|NF2|PRKAA1|FN1|CASP8|MTOR|TGM2|PARP1|RBM15|PREX1|PTEN|YBX1|SRC|AR|HSPA1A|SYK|BCL2L1|ANXA1|ERRFI1|GATA3|TP53BP1|ACVRL1|XRCC5|TFRC|ETS1|BCL2L11|G6PD|BAD|CDK1|YWHAZ|BCL2|CDKN1A|MAPK9|SHC1|RAF1|ESR1|PRKCA|EIF4G1|BRAF|WWTR1|EIF4E|RPS6KA1|BIRC2|MYC|YAP1|CTNNB1|PRKCB|NOTCH1,128,622|739|436|322|421|601|481|583|634|736|655|394|349|460|715|697|691|487|595|370|631|709|406|397|502|514|547|670|559|754|700|346|619|499|538|685|541|550|616|613|343|703|427|352|535|409|589|718|373|592|625|733|316|382|385|565|334|445|463|712|574|319|652|586|496|493|637|664|553|604|403|607|727|760|706|544|694|673|745|331|391|505|523|580|337|571,9.8E-37,,GO:0050793,3.34762535331884,0
1246,43,0.0345104333868379,GO Biological Process,,Cell cycle,7.98E-15,ERCC1|MAPK1|MYH9|RPS6KB1|CCND1|CDKN1B|MSH2|MSH6|CCNB1|CCNE1|BRD4|RB1|GATA6|TP53|ATM|STK11|MRE11|PRKCD|TUBA1B|EIF4EBP1|FOXM1|BECN1|SRC|PCNA|BRCA2|RPS6|CHEK2|BCL2L11|CDK1|BCL2|CDKN1A|SETD2|CHEK1|PRKCA|STMN1|BAP1|EIF4E|CCNE2|RPS6KA1|MYC|RAD51|CTNNB1|PRKCB,128,730|622|436|421|481|583|736|388|457|742|517|595|631|709|475|499|679|325|424|748|484|430|625|376|751|682|361|586|637|553|604|532|442|706|439|379|745|772|331|505|658|580|337,1.12E-16,,GO:0007049,1.40979971086493,0
406,14,0.0344827586206897,GO Biological Process,,Regulation of actin filament-based process,0.0000972,MYH9|PIK3CA|PXN|RICTOR|TSC1|MET|PRKCD|SMAD3|CAV1|SMAD4|NF2|MTOR|STMN1|BRAF,128,436|715|757|478|433|400|325|538|685|616|613|352|439|694,0.00000519,,GO:0032970,0.401233373507373,0
145,5,0.0344827586206897,GO Biological Process,,Response to purine-containing compound,0.05,EEF2K|GATA6|PRKAA1|CHEK1|BIRC2,128,349|631|343|442|391,0.0063,,GO:0014074,0.130102999566398,0
145,5,0.0344827586206897,GO Biological Process,,Positive regulation of inflammatory response,0.05,SERPINE1|PDCD4|ITGA2|PARK7|ETS1,128,322|397|721|340|652,0.0063,,GO:0050729,0.130102999566398,0
320,11,0.034375,GO Biological Process,,Epidermis development,0.00082,SNAI1|CDH3|GATA6|EGFR|MAP2K1|YBX1|ANXA1|BCL2|YAP1|CTNNB1|NOTCH1,128,655|697|631|406|559|592|565|553|523|580|571,0.0000566,,GO:0008544,0.308618614761628,0
204,7,0.0343137254901961,GO Biological Process,,Regulation of protein polymerization,0.013,CDKN1B|RICTOR|MET|PRKCD|MTOR|HSPA1A|STMN1,128,583|478|400|325|352|316|439,0.0013,,GO:0032271,0.188605664769316,0
321,11,0.0342679127725857,GO Biological Process,,Cellular component disassembly,0.00084,TP53|NRG1|ARID1A|PRKAA1|BECN1|SQSTM1|CDK1|PRKCA|STMN1|MYC|PRKCB,128,709|502|619|343|430|412|637|706|439|505|337,0.0000581,,GO:0022411,0.307572071393812,0
964,33,0.0342323651452282,GO Biological Process,,Regulation of response to external stimulus,4.98E-11,MAPK1|SERPINE1|NFKB1|MAPK14|BRD4|KDR|RB1|GATA6|ATM|PDCD4|ITGA2|RICTOR|MAP2K1|MET|PRKCD|SMAD3|CAV1|PARK7|CASP8|ADAR|PTEN|SRC|SYK|ANXA1|GATA3|XRCC5|ETS1|ESR1|PRKCA|BAP1|BRAF|BIRC2|NOTCH1,128,622|322|601|634|517|460|595|631|475|397|721|478|559|400|325|538|685|340|427|646|373|625|382|565|445|574|652|760|706|379|694|391|571,1.02E-12,,GO:0032101,1.03027706572403,0
263,9,0.0342205323193916,GO Biological Process,,Divalent inorganic cation homeostasis,0.0034,KDR|YWHAE|BAX|CAV1|TGM2|BAK1|BCL2|LCK|PRKCB,128,460|451|547|685|535|520|553|511|337,0.00028,,GO:0072507,0.246852108295774,0
1406,48,0.0341394025604552,GO Biological Process,,Homeostatic process,1.34E-16,MAPK1|XBP1|PRDX1|KDR|PIK3CA|CDH3|YWHAE|STAT3|RB1|CDH2|KIT|BAX|AXL|IRS1|SMAD1|MET|STK11|CAV1|FOXO3|PARK7|SMAD4|PRKAA1|TGM2|ADAR|SRC|BAK1|ANXA1|GATA3|RPS6|SQSTM1|TFRC|BCL2L11|G6PD|BAD|BCL2|RAF1|STMN1|EIF4G1|BAP1|WWTR1|PECAM1|LCK|MYC|YAP1|ACACA|CTNNB1|PRKCB|NOTCH1,128,622|739|415|460|715|697|451|691|595|370|514|547|670|610|700|400|499|685|541|340|616|343|535|646|625|520|565|445|682|412|319|586|496|493|553|727|439|544|379|673|667|511|505|523|466|580|337|571,1.61E-18,,GO:0042592,1.58728952016352,0
264,9,0.0340909090909091,GO Biological Process,,Positive regulation of immune effector process,0.0034,XBP1|MSH2|KIT|GAB2|SYK|ANXA1|GATA3|TP53BP1|TFRC,128,739|736|514|367|382|565|445|463|319,0.00029,,GO:0002699,0.246852108295774,0
323,11,0.0340557275541796,GO Biological Process,,Nuclear division,0.00088,CCNB1|CCNE1|RB1|ATM|MRE11|BECN1|BRCA2|CHEK2|BCL2L11|CCNE2|RAD51,128,457|742|595|475|679|430|751|361|586|772|658,0.0000614,,GO:0000280,0.305551732784983,0
323,11,0.0340557275541796,GO Biological Process,,Cellular metal ion homeostasis,0.00088,YWHAE|BAX|CAV1|SMAD4|TGM2|BAK1|TFRC|BCL2|LCK|MYC|PRKCB,128,451|547|685|616|535|520|319|553|511|505|337,0.0000614,,GO:0006875,0.305551732784983,0
382,13,0.0340314136125654,GO Biological Process,,Eye development,0.00022,KDR|STAT3|EGFR|BAX|SMAD3|NF2|JUN|BAK1|GATA3|ACVRL1|BCL2|CTNNB1|NOTCH1,128,460|691|406|547|538|613|688|520|445|712|553|580|571,0.0000131,,GO:0001654,0.365757731917779,0
236,8,0.0338983050847458,GO Biological Process,,Positive regulation of transmembrane transport,0.007,MAPK14|BAX|IRS1|CAV1|BAK1|G6PD|BRAF|MS4A1,128,634|547|610|685|520|496|694|556,0.00065,,GO:0034764,0.215490195998574,0
177,6,0.0338983050847458,GO Biological Process,,Regulation of protein localization to membrane,0.0273,CDH2|EGFR|AR|BCL2L1|SQSTM1|MAPK8,128,370|406|733|385|412|640,0.0031,,GO:1905475,0.156383735295924,0
915,31,0.033879781420765,GO Biological Process,,Positive regulation of transport,3.31E-10,XBP1|SERPINE1|MAPK14|CDH1|EEF2K|CDH3|YWHAE|CDH2|BAX|ITGA2|AXL|IRS1|STK11|PRKCD|SMAD3|CAV1|PARK7|SMAD4|PRKAA1|GAB2|SRC|BAK1|SYK|ANXA1|G6PD|BAD|CDK1|MAPK8|BAP1|BRAF|MS4A1,128,739|322|634|355|349|697|451|370|547|721|670|610|499|325|538|685|340|616|343|367|625|520|382|565|496|493|637|640|379|694|556,7.27E-12,,GO:0051050,0.948017200622428,0
771,26,0.0337224383916991,GO Biological Process,,Negative regulation of catalytic activity,0.0000000178,TSC2|SERPINE1|NFKB1|CDKN1B|RB1|TP53|PDCD4|TSC1|RPTOR|PRKCD|CAV1|PARK7|NF2|ADAR|PTEN|SRC|ANXA1|ERRFI1|AKT1S1|GAPDH|CDKN1A|RAF1|WWTR1|RPS6KA1|BIRC2|NOTCH1,128,562|322|601|583|595|709|397|433|676|325|685|340|613|646|373|625|565|334|469|526|604|727|673|331|391|571,5.02E-10,,GO:0043086,0.774957999769111,0
356,12,0.0337078651685393,GO Biological Process,,Response to virus,0.00048,NFKB1|MAPK14|BAX|SMAD3|BECN1|ADAR|SRC|BCL2L1|GATA3|BCL2|SETD2|STMN1,128,601|634|547|538|430|646|625|385|445|553|532|439,0.0000311,,GO:0009615,0.331875876262441,0
179,6,0.0335195530726257,GO Biological Process,,Regulation of signaling receptor activity,0.0285,SERPINE1|PRKCD|PARK7|SRC|ERRFI1|SHC1,128,322|325|340|625|334|607,0.0032,,GO:0010469,0.154515513999149,0
359,12,0.0334261838440111,GO Biological Process,,Adaptive immune response,0.00052,ERCC1|MSH2|MSH6|STAT3|TSC1|PRKCD|MTOR|SYK|ANXA1|GATA3|PRKCB|NOTCH1,128,730|736|388|691|433|325|352|382|565|445|337|571,0.0000337,,GO:0002250,0.32839966563652,0
539,18,0.0333951762523191,GO Biological Process,,Regulation of cellular macromolecule biosynthetic process,0.00000798,RPS6KB1|EEF2K|ITGA2|TSC1|IRS1|EEF2|FOXO3|EIF4EBP1|COPS5|MTOR|YBX1|GAPDH|BCL2|EIF4G1|EIF4E|RPS6KA1|MYC|CTNNB1,128,421|349|721|433|610|724|541|748|364|352|592|526|553|544|745|331|505|580,0.000000339,,GO:2000112,0.509799710864927,0
2370,79,0.0333333333333333,GO Biological Process,,Regulation of catalytic activity,1.41E-29,MAPK1|TSC2|SERPINE1|NFKB1|CCND1|CDKN1B|MAPK14|MSH2|MSH6|CCNB1|CCNE1|XRCC1|KDR|PIK3CA|CDH3|STAT3|ERBB3|RB1|TP53|EGFR|PDCD4|NRG1|KIT|BAX|ITGA2|RICTOR|TSC1|AXL|MAP2K1|IRS1|RPTOR|DVL3|MET|BID|STK11|MRE11|PRKCD|SMAD3|CAV1|PARK7|NF2|FN1|CASP8|MTOR|BECN1|TGM2|PARP1|ADAR|JUN|PREX1|PTEN|SRC|BAK1|HSPA1A|SYK|ANXA1|ERRFI1|PCNA|AKT1S1|XRCC5|BCL2L11|BAD|MAPK8|GAPDH|BCL2|CDKN1A|SHC1|RAF1|ESR1|STMN1|WWTR1|CCNE2|RPS6KA1|BIRC2|LCK|MYC|CTNNB1|NOTCH1|DIABLO,128,622|562|322|601|481|583|634|736|388|457|742|769|460|715|697|691|487|595|709|406|397|502|514|547|721|478|433|670|559|610|676|346|400|763|499|679|325|538|685|340|613|703|427|352|430|535|409|646|688|718|373|625|520|316|382|565|334|376|469|574|586|493|640|526|553|604|607|727|760|439|673|772|331|391|511|505|580|571|508,5.67E-32,,GO:0050790,2.88507808873446,0
210,7,0.0333333333333333,GO Biological Process,,Regulation of organelle assembly,0.0151,SMAD4|PRKAA1|BECN1|SRC|HSPA1A|MAPK9|YAP1,128,616|343|430|625|316|403|523,0.0015,,GO:1902115,0.182102305270683,0
542,18,0.033210332103321,GO Biological Process,,Cell-cell adhesion,0.00000858,MYH9|CDH1|CDH3|CDH2|EGFR|NRG1|KIT|ITGA2|CTNNA1|FN1|CLDN7|SRC|SYK|ANXA1|BCL2|SHC1|PECAM1|CTNNB1,128,436|355|697|370|406|502|514|721|754|703|766|625|382|565|553|607|667|580,0.000000367,,GO:0098609,0.506651271215129,0
2229,74,0.0331987438313145,GO Biological Process,,Anatomical structure morphogenesis,4.54E-27,ERCC1|MAPK1|XBP1|MYH9|TSC2|SERPINE1|NFKB1|MAPK14|SNAI1|VHL|XRCC1|KDR|PIK3CA|STAT3|RB1|PXN|CDH2|GATA6|TP53|EGFR|ATM|PDCD4|NRG1|BAX|ITGA2|TSC1|AXL|MAP2K1|CTNNA1|SMAD1|DVL3|MET|STK11|PGR|SMAD3|CAV1|FOXO3|SMAD4|NF2|FN1|CASP8|MTOR|COL6A1|TGM2|RBM15|JUN|PTEN|YBX1|SRC|BAK1|AR|SYK|BCL2L1|ERRFI1|GATA3|RPS6|ACVRL1|BCL2L11|YWHAZ|MYH11|BCL2|SETD2|SHC1|ESR1|PRKCA|STMN1|BAP1|BRAF|WWTR1|RPS6KA1|MYC|YAP1|CTNNB1|NOTCH1,128,730|622|739|436|562|322|601|634|655|394|769|460|715|691|595|757|370|631|709|406|475|397|502|547|721|433|670|559|754|700|346|400|499|568|538|685|541|616|613|703|427|352|490|535|589|688|373|592|625|520|733|382|385|334|445|682|712|586|664|358|553|532|607|760|706|439|379|694|673|331|505|523|580|571,2.14E-29,,GO:0009653,2.63429441471429,0
482,16,0.033195020746888,GO Biological Process,,Positive regulation of cytokine production,0.0000354,XBP1|SERPINE1|MAPK14|STAT3|GATA6|KIT|SMAD3|PARK7|CASP8|SRC|HSPA1A|SYK|ANXA1|GATA3|GAPDH|SETD2,128,739|322|634|691|631|514|538|340|427|625|316|382|565|445|526|532,0.00000172,,GO:0001819,0.445099673797421,0
1723,57,0.0330818340104469,GO Biological Process,,Tissue development,1.28E-19,MAPK1|XBP1|TSC2|CCND1|MAPK14|SNAI1|KDR|PIK3CA|CDH3|ERBB3|RB1|CDH2|GATA6|TP53|EGFR|ATM|PDCD4|NRG1|ITGA2|TSC1|MAP2K1|FASN|SMAD1|DVL3|MET|PGR|SMAD3|CAV1|SMAD4|NF2|FN1|MTOR|COL6A1|TGM2|RBM15|JUN|PTEN|YBX1|ANXA7|SRC|AR|ANXA1|ERRFI1|PCNA|GATA3|ACVRL1|CDK1|MYH11|BCL2|SETD2|ESR1|WWTR1|PECAM1|MYC|YAP1|CTNNB1|NOTCH1,128,622|739|562|481|634|655|460|715|697|487|595|370|631|709|406|475|397|502|721|433|559|472|700|346|400|568|538|685|616|613|703|352|490|535|589|688|373|592|454|625|733|565|334|376|445|712|637|358|553|532|760|673|667|505|523|580|571,1.17E-21,,GO:0009888,1.88927900303521,0
756,25,0.0330687830687831,GO Biological Process,,Gamete generation,0.0000000558,ERCC1|RPS6KB1|MSH2|MSH6|RB1|ATM|KIT|BAX|AXL|SMAD1|STK11|PGR|FOXO3|SMAD4|MTOR|SRC|AR|BCL2L1|BRCA2|RPS6|BCL2L11|BAD|BCL2|CTNNB1|NOTCH1,128,730|421|736|388|595|475|514|547|670|700|499|568|541|616|352|625|733|385|751|682|586|493|553|580|571,0.00000000166,,GO:0007276,0.725336580106242,0
454,15,0.0330396475770925,GO Biological Process,,Embryonic organ development,0.0000742,ERCC1|MAPK1|SNAI1|KDR|TP53|EGFR|KIT|MAP2K1|SMAD3|CASP8|GATA3|SETD2|YAP1|CTNNB1|NOTCH1,128,730|622|655|460|709|406|514|559|538|427|445|532|523|580|571,0.00000389,,GO:0048568,0.412959609472097,0
212,7,0.0330188679245283,GO Biological Process,,Regulation of protein ubiquitination,0.0157,CAV1|PARK7|PTEN|HSPA1A|SQSTM1|MAPK9|BIRC2,128,685|340|373|316|412|403|391,0.0016,,GO:0031396,0.180410034759077,0
303,10,0.033003300330033,GO Biological Process,,Autophagy,0.0022,XBP1|TP53|STK11|PARK7|PRKAA1|MTOR|BECN1|ANXA7|SRC|SQSTM1,128,739|709|499|340|343|352|430|454|625|412,0.00017,,GO:0006914,0.265757731917779,0
2978,98,0.0329079919408999,GO Biological Process,,Regulation of signal transduction,4.62E-39,MAPK1|XBP1|TSC2|SERPINE1|RPS6KB1|NFKB1|MAPK14|IGFBP2|SNAI1|CCNB1|VHL|PRDX1|BRD4|KDR|PIK3CA|CDH3|STAT3|ERBB3|RB1|PXN|CDH2|GATA6|TP53|EGFR|ATM|PDCD4|NRG1|KIT|ARAF|BAX|RICTOR|TSC1|AXL|MAP2K1|CTNNA1|IRS1|RPTOR|DVL3|MET|BID|STK11|PRKCD|SMAD3|CAV1|FOXO3|PARK7|SMAD4|FOXM1|NF2|PRKAA1|FN1|COPS5|CASP8|MTOR|BECN1|TGM2|PARP1|PEA15|ADAR|JUN|PREX1|PTEN|SRC|BAK1|AR|HSPA1A|SYK|BCL2L1|ERRFI1|GATA3|BRCA2|CHEK2|ACVRL1|SQSTM1|AKT1S1|TFRC|BCL2L11|BAD|YWHAZ|GAPDH|BCL2|CHEK1|MAPK9|SHC1|RAF1|ESR1|PRKCA|STMN1|BRAF|WWTR1|BIRC2|LCK|MYC|YAP1|RAD51|CTNNB1|PRKCB|NOTCH1,128,622|739|562|322|421|601|634|598|655|457|394|415|517|460|715|697|691|487|595|757|370|631|709|406|475|397|502|514|628|547|478|433|670|559|754|610|676|346|400|763|499|325|538|685|541|340|616|484|613|343|703|364|427|352|430|535|409|661|646|688|718|373|625|520|733|316|382|385|334|445|751|361|712|412|469|319|586|493|664|526|553|442|403|607|727|760|706|439|694|673|391|511|505|523|658|580|337|571,6.18E-42,,GO:0009966,3.83353580244439,0
456,15,0.0328947368421053,GO Biological Process,,Regulation of translation,0.0000778,RPS6KB1|EEF2K|ITGA2|TSC1|EEF2|FOXO3|EIF4EBP1|COPS5|MTOR|YBX1|GAPDH|EIF4G1|EIF4E|RPS6KA1|MYC,128,421|349|721|433|724|541|748|364|352|592|526|544|745|331|505,0.0000041,,GO:0006417,0.410902040301031,0
365,12,0.0328767123287671,GO Biological Process,,Regulation of actin cytoskeleton organization,0.00059,PIK3CA|PXN|RICTOR|TSC1|MET|PRKCD|SMAD3|SMAD4|NF2|MTOR|STMN1|BRAF,128,715|757|478|433|400|325|538|616|613|352|439|694,0.0000393,,GO:0032956,0.322914798835786,0
885,29,0.0327683615819209,GO Biological Process,,Sexual reproduction,0.00000000334,ERCC1|MYH9|RPS6KB1|MSH2|MSH6|STAT3|RB1|ATM|KIT|BAX|AXL|SMAD1|STK11|PGR|FOXO3|PARK7|SMAD4|MTOR|SRC|AR|BCL2L1|BRCA2|RPS6|BCL2L11|BAD|CDK1|BCL2|CTNNB1|NOTCH1,128,730|436|421|736|388|691|595|475|514|547|670|700|499|568|541|340|616|352|625|733|385|751|682|586|493|637|553|580|571,8.31E-11,,GO:0019953,0.847625353318844,0
428,14,0.0327102803738318,GO Biological Process,,Regulation of membrane potential,0.00016,KDR|YWHAE|BAX|BID|CAV1|PARK7|MTOR|PARP1|PTEN|SRC|BAK1|BCL2L1|BAD|BCL2,128,460|451|547|763|685|340|352|409|373|625|520|385|493|553,0.00000926,,GO:0042391,0.379588001734407,0
551,18,0.0326678765880218,GO Biological Process,,Regulation of vesicle-mediated transport,0.0000106,MAPK1|TSC2|SERPINE1|EEF2K|NRG1|ITGA2|AXL|MAP2K1|CAV1|PRKAA1|GAB2|TGM2|SRC|SYK|ANXA1|BRAF|PRKCB|NOTCH1,128,622|562|322|349|502|721|670|559|685|343|367|535|625|382|565|694|337|571,0.000000463,,GO:0060627,0.497469413473523,0
920,30,0.0326086956521739,GO Biological Process,,Regulation of anatomical structure morphogenesis,0.00000000174,XBP1|MYH9|SERPINE1|EEF2K|KDR|STAT3|CDH2|GATA6|KIT|MAP2K1|SMAD1|DVL3|STK11|FN1|PREX1|PTEN|SRC|AR|ANXA1|GATA3|ACVRL1|TFRC|ETS1|SHC1|ESR1|PRKCA|BRAF|CTNNB1|PRKCB|NOTCH1,128,739|436|322|349|460|691|370|631|514|559|700|346|499|703|718|373|625|733|565|445|712|319|652|607|760|706|694|580|337|571,4.17E-11,,GO:0022603,0.87594507517174,0
276,9,0.0326086956521739,GO Biological Process,,Sensory organ morphogenesis,0.0045,MAPK1|KDR|STAT3|BAX|BAK1|GATA3|BCL2|CTNNB1|NOTCH1,128,622|460|691|547|520|445|553|580|571,0.00039,,GO:0090596,0.234678748622466,0
184,6,0.0326086956521739,GO Biological Process,,Regulation of cell size,0.032,TSC1|RPTOR|FN1|MTOR|PTEN|AKT1S1,128,433|676|703|352|373|469,0.0037,,GO:0008361,0.149485002168009,0
184,6,0.0326086956521739,GO Biological Process,,Signal release,0.032,PARK7|SYK|ANXA1|GATA3|RAF1|BRAF,128,340|382|565|445|727|694,0.0037,,GO:0023061,0.149485002168009,0
1935,63,0.0325581395348837,GO Biological Process,,Positive regulation of macromolecule biosynthetic process,8.88E-22,ERCC1|MAPK1|XBP1|RPS6KB1|NFKB1|MAPK14|SNAI1|VHL|CDH1|BRD4|KDR|STAT3|RB1|GATA6|TP53|EGFR|ATM|ITGA2|MAP2K1|IRS1|SMAD1|RPTOR|EEF2|DVL3|MET|ARID1A|PGR|SMAD3|FOXO3|PARK7|STAT5A|SMAD4|FOXM1|PRKAA1|COPS5|MTOR|PARP1|RBM15|JUN|YBX1|SRC|AR|PCNA|GATA3|BRCA2|TP53BP1|CHEK2|ACVRL1|SQSTM1|XRCC5|ETS1|SHC1|RAF1|ESR1|EIF4G1|WWTR1|RPS6KA1|BIRC2|MYC|YAP1|CTNNB1|PRKCB|NOTCH1,128,730|622|739|421|601|634|655|394|355|517|460|691|595|631|709|406|475|721|559|610|700|676|724|346|400|619|568|538|541|340|550|616|484|343|364|352|409|589|688|592|625|733|376|445|751|463|361|712|412|574|652|607|727|760|544|673|331|391|505|523|580|337|571,7.02E-24,,GO:0010557,2.10515870342214,0
492,16,0.032520325203252,GO Biological Process,,Cell junction organization,0.0000446,CDH1|CDH2|NRG1|ITGA2|TSC1|CTNNA1|SMAD3|NF2|FN1|CLDN7|PTEN|SRC|BCL2|PRKCA|PECAM1|CTNNB1,128,355|370|502|721|433|754|538|613|703|766|373|625|553|706|667|580,0.00000222,,GO:0034330,0.435066514128786,0
